Symbol	id	trait	population	Chr	Start	End
ADRB2	eqtl-a-ENSG00000169252	ENSG00000169252	European	5	148206174	148208186
ADRM1	eqtl-a-ENSG00000130706	ENSG00000130706	European	20	60877952	60883918
ADSL	eqtl-a-ENSG00000239900	ENSG00000239900	European	22	40742504	40783531
ADSS1	eqtl-a-ENSG00000185100	ENSG00000185100	European	14	105190566	105213662
ADSS2	eqtl-a-ENSG00000035687	ENSG00000035687	European	1	244571796	244615362
ADTRP	eqtl-a-ENSG00000111863	ENSG00000111863	European	6	11713756	11779036
AEBP1	eqtl-a-ENSG00000106624	ENSG00000106624	European	7	44143944	44154159
AEBP2	eqtl-a-ENSG00000139154	ENSG00000139154	European	12	19592426	19675161
AEN	eqtl-a-ENSG00000181026	ENSG00000181026	European	15	89164571	89175512
AFAP1	eqtl-a-ENSG00000196526	ENSG00000196526	European	4	7760440	7941588
AFAP1L1	eqtl-a-ENSG00000157510	ENSG00000157510	European	5	148651422	148723200
AFAP1L2	eqtl-a-ENSG00000169129	ENSG00000169129	European	10	116054583	116164261
AFDN	eqtl-a-ENSG00000130396	ENSG00000130396	European	6	168227244	168372703
AFF1	eqtl-a-ENSG00000172493	ENSG00000172493	European	4	87856163	88062191
AFF2	eqtl-a-ENSG00000155966	ENSG00000155966	European	X	147582137	148082193
AFF3	eqtl-a-ENSG00000144218	ENSG00000144218	European	2	100161881	100759052
AFF4	eqtl-a-ENSG00000072364	ENSG00000072364	European	5	132211087	132299326
AFG1L	eqtl-a-ENSG00000135537	ENSG00000135537	European	6	108616258	108847204
AFG3L1P	eqtl-a-ENSG00000223959	ENSG00000223959	European	16	90038988	90067195
AFG3L2	eqtl-a-ENSG00000141385	ENSG00000141385	European	18	12328943	12377226
AFMID	eqtl-a-ENSG00000183077	ENSG00000183077	European	17	76183443	76203783
AFTPH	eqtl-a-ENSG00000119844	ENSG00000119844	European	2	64751462	64820139
AFTPH-DT	eqtl-a-ENSG00000260101	ENSG00000260101	European	2	64749323	64751289
AGA	eqtl-a-ENSG00000038002	ENSG00000038002	European	4	178351928	178363591
AGAP1	eqtl-a-ENSG00000157985	ENSG00000157985	European	2	236402687	237040437
AGAP10P	eqtl-a-ENSG00000230869	ENSG00000230869	European	10	46173964	46194829
AGAP2	eqtl-a-ENSG00000135439	ENSG00000135439	European	12	58117544	58135944
AGAP3	eqtl-a-ENSG00000133612	ENSG00000133612	European	7	150782954	150841521
AGAP4	eqtl-a-ENSG00000188234	ENSG00000188234	European	10	46321042	46350138
AGAP6	eqtl-a-ENSG00000204149	ENSG00000204149	European	10	51748128	51770259
AGBL2	eqtl-a-ENSG00000165923	ENSG00000165923	European	11	47681143	47736921
AGBL3	eqtl-a-ENSG00000146856	ENSG00000146856	European	7	134671259	134820530
AGBL5	eqtl-a-ENSG00000084693	ENSG00000084693	European	2	27274291	27293486
AGER	eqtl-a-ENSG00000204305	ENSG00000204305	European	6	32148746	32152030
AGFG1	eqtl-a-ENSG00000173744	ENSG00000173744	European	2	228336872	228425933
AGFG2	eqtl-a-ENSG00000106351	ENSG00000106351	European	7	100136826	100165843
AGGF1	eqtl-a-ENSG00000164252	ENSG00000164252	European	5	76326229	76361059
AGK	eqtl-a-ENSG00000006530	ENSG00000006530	European	7	141251210	141355044
AGL	eqtl-a-ENSG00000162688	ENSG00000162688	European	1	100315917	100389579
AGMAT	eqtl-a-ENSG00000116771	ENSG00000116771	European	1	15898194	15911546
AGMO	eqtl-a-ENSG00000187546	ENSG00000187546	European	7	15239942	15601640
AGO1	eqtl-a-ENSG00000092847	ENSG00000092847	European	1	36335362	36396133
AGO2	eqtl-a-ENSG00000123908	ENSG00000123908	European	8	141530255	141645732
AGO3	eqtl-a-ENSG00000126070	ENSG00000126070	European	1	36396706	36538101
AGO4	eqtl-a-ENSG00000134698	ENSG00000134698	European	1	36273237	36323491
AGPAT1	eqtl-a-ENSG00000204310	ENSG00000204310	European	6	32135989	32145885
AGPAT2	eqtl-a-ENSG00000169692	ENSG00000169692	European	9	139567595	139581909
AGPAT3	eqtl-a-ENSG00000160216	ENSG00000160216	European	21	45285104	45407473
AGPAT4	eqtl-a-ENSG00000026652	ENSG00000026652	European	6	161550999	161695093
AGPAT5	eqtl-a-ENSG00000155189	ENSG00000155189	European	8	6566163	6619024
AGPS	eqtl-a-ENSG00000018510	ENSG00000018510	European	2	178257501	178408562
AGRN	eqtl-a-ENSG00000188157	ENSG00000188157	European	1	955500	991496
AGRP	eqtl-a-ENSG00000159723	ENSG00000159723	European	16	67516474	67517450
AGTPBP1	eqtl-a-ENSG00000135049	ENSG00000135049	European	9	88161454	88356944
AGTRAP	eqtl-a-ENSG00000177674	ENSG00000177674	European	1	11796193	11810826
AHCTF1	eqtl-a-ENSG00000153207	ENSG00000153207	European	1	247002400	247095250
AHCTF1P1	eqtl-a-ENSG00000226121	ENSG00000226121	European	2	162355578	162364413
AHCY	eqtl-a-ENSG00000101444	ENSG00000101444	European	20	32868074	32899608
AHCYL1	eqtl-a-ENSG00000168710	ENSG00000168710	European	1	110527387	110566364
AHCYL2	eqtl-a-ENSG00000158467	ENSG00000158467	European	7	128864871	129070052
AHDC1	eqtl-a-ENSG00000126705	ENSG00000126705	European	1	27860756	27930655
AHI1	eqtl-a-ENSG00000135541	ENSG00000135541	European	6	135604670	135818878
AHNAK	eqtl-a-ENSG00000124942	ENSG00000124942	European	11	62201016	62314278
AHNAK2	eqtl-a-ENSG00000185567	ENSG00000185567	European	14	105403590	105444711
AHR	eqtl-a-ENSG00000106546	ENSG00000106546	European	7	17338276	17385771
AHRR	eqtl-a-ENSG00000063438	ENSG00000063438	European	5	321829	438400
AHSA1	eqtl-a-ENSG00000100591	ENSG00000100591	European	14	77924210	77935815
AHSA2P	eqtl-a-ENSG00000173209	ENSG00000173209	European	2	61404553	61416060
AHSP	eqtl-a-ENSG00000169877	ENSG00000169877	European	16	31539221	31540124
AICDA	eqtl-a-ENSG00000111732	ENSG00000111732	European	12	8754766	8765455
AIDA	eqtl-a-ENSG00000186063	ENSG00000186063	European	1	222841355	222885833
AIDAP2	eqtl-a-ENSG00000251429	ENSG00000251429	European	4	159198882	159200025
AIF1	eqtl-a-ENSG00000204472	ENSG00000204472	European	6	31583011	31584792
AIF1L	eqtl-a-ENSG00000126878	ENSG00000126878	European	9	133971918	133998531
AIFM1	eqtl-a-ENSG00000156709	ENSG00000156709	European	X	129263337	129299815
AIFM2	eqtl-a-ENSG00000042286	ENSG00000042286	European	10	71872027	71892581
AIFM3	eqtl-a-ENSG00000183773	ENSG00000183773	European	22	21319460	21335647
AIG1	eqtl-a-ENSG00000146416	ENSG00000146416	European	6	143380350	143665020
AIM2	eqtl-a-ENSG00000163568	ENSG00000163568	European	1	159032274	159046556
AIMP1	eqtl-a-ENSG00000164022	ENSG00000164022	European	4	107236701	107270613
AIMP2	eqtl-a-ENSG00000106305	ENSG00000106305	European	7	6048903	6063465
AIP	eqtl-a-ENSG00000110711	ENSG00000110711	European	11	67250497	67258574
AIRE	eqtl-a-ENSG00000160224	ENSG00000160224	European	21	45705759	45718531
AJAP1	eqtl-a-ENSG00000196581	ENSG00000196581	European	1	4714669	4852594
AJM1	eqtl-a-ENSG00000232434	ENSG00000232434	European	9	139736930	139743253
AJUBA	eqtl-a-ENSG00000129474	ENSG00000129474	European	14	23440386	23451760
AK1	eqtl-a-ENSG00000106992	ENSG00000106992	European	9	130628759	130641900
AK2	eqtl-a-ENSG00000004455	ENSG00000004455	European	1	33473541	33502484
AK3	eqtl-a-ENSG00000147853	ENSG00000147853	European	9	4709556	4742043
AK3P3	eqtl-a-ENSG00000230042	ENSG00000230042	European	7	23168719	23169535
AK3P6	eqtl-a-ENSG00000255838	ENSG00000255838	European	12	129426644	129429841
AK4	eqtl-a-ENSG00000162433	ENSG00000162433	European	1	65613235	65697828
AK5	eqtl-a-ENSG00000154027	ENSG00000154027	European	1	77747704	78025651
AK6	eqtl-a-ENSG00000085231	ENSG00000085231	European	5	68646811	68665651
AK8	eqtl-a-ENSG00000165695	ENSG00000165695	European	9	135600965	135754433
AK9	eqtl-a-ENSG00000155085	ENSG00000155085	European	6	109814058	110012405
AKAP1	eqtl-a-ENSG00000121057	ENSG00000121057	European	17	55162607	55198705
AKAP10	eqtl-a-ENSG00000108599	ENSG00000108599	European	17	19807615	19881141
AKAP11	eqtl-a-ENSG00000023516	ENSG00000023516	European	13	42846288	42897397
AKAP12	eqtl-a-ENSG00000131016	ENSG00000131016	European	6	151561102	151679694
AKAP13	eqtl-a-ENSG00000170776	ENSG00000170776	European	15	85923834	86292589
AKAP17A	eqtl-a-ENSG00000197976	ENSG00000197976	European	X	1710497	1721413
AKAP3	eqtl-a-ENSG00000111254	ENSG00000111254	European	12	4724684	4758217
AKAP5	eqtl-a-ENSG00000179841	ENSG00000179841	European	14	64932217	64941221
AKAP6	eqtl-a-ENSG00000151320	ENSG00000151320	European	14	32798504	33306890
AKAP7	eqtl-a-ENSG00000118507	ENSG00000118507	European	6	131456607	131604672
AKAP8	eqtl-a-ENSG00000105127	ENSG00000105127	European	19	15464196	15490598
AKAP8L	eqtl-a-ENSG00000011243	ENSG00000011243	European	19	15490861	15529799
AKAP9	eqtl-a-ENSG00000127914	ENSG00000127914	European	7	91570176	91739987
AKIP1	eqtl-a-ENSG00000166452	ENSG00000166452	European	11	8932736	8941626
AKIRIN1	eqtl-a-ENSG00000174574	ENSG00000174574	European	1	39456948	39471731
AKIRIN2	eqtl-a-ENSG00000135334	ENSG00000135334	European	6	88384578	88411951
AKNA	eqtl-a-ENSG00000106948	ENSG00000106948	European	9	117096436	117156685
AKR1A1	eqtl-a-ENSG00000117448	ENSG00000117448	European	1	46016498	46035721
AKR1B1	eqtl-a-ENSG00000085662	ENSG00000085662	European	7	134127102	134143991
AKR1C1	eqtl-a-ENSG00000187134	ENSG00000187134	European	10	5005607	5025475
AKR1C2	eqtl-a-ENSG00000151632	ENSG00000151632	European	10	5029967	5060192
AKR1C3	eqtl-a-ENSG00000196139	ENSG00000196139	European	10	5090973	5149878
AKR1C4	eqtl-a-ENSG00000198610	ENSG00000198610	European	10	5238800	5260912
AKR1C7P	eqtl-a-ENSG00000215267	ENSG00000215267	European	10	5317169	5327888
AKR1D1P1	eqtl-a-ENSG00000227776	ENSG00000227776	European	1	167488785	167505324
AKR1E2	eqtl-a-ENSG00000165568	ENSG00000165568	European	10	4868369	4890254
AKR7A2	eqtl-a-ENSG00000053371	ENSG00000053371	European	1	19629202	19638640
AKR7A3	eqtl-a-ENSG00000162482	ENSG00000162482	European	1	19609067	19615264
AKR7L	eqtl-a-ENSG00000211454	ENSG00000211454	European	1	19592476	19600616
AKT1	eqtl-a-ENSG00000142208	ENSG00000142208	European	14	105235686	105262085
AKT1S1	eqtl-a-ENSG00000204673	ENSG00000204673	European	19	50372290	50381613
AKT2	eqtl-a-ENSG00000105221	ENSG00000105221	European	19	40736224	40791252
AKT3	eqtl-a-ENSG00000117020	ENSG00000117020	European	1	243651535	244014381
AKTIP	eqtl-a-ENSG00000166971	ENSG00000166971	European	16	53524952	53537121
ALAD	eqtl-a-ENSG00000148218	ENSG00000148218	European	9	116148592	116163564
ALAS1	eqtl-a-ENSG00000023330	ENSG00000023330	European	3	52232099	52248343
ALAS2	eqtl-a-ENSG00000158578	ENSG00000158578	European	X	55035488	55057410
ALB	eqtl-a-ENSG00000163631	ENSG00000163631	European	4	74270004	74287199
ALCAM	eqtl-a-ENSG00000170017	ENSG00000170017	European	3	105085753	105295744
ALDH16A1	eqtl-a-ENSG00000161618	ENSG00000161618	European	19	49956482	49974307
ALDH18A1	eqtl-a-ENSG00000059573	ENSG00000059573	European	10	97365698	97416468
ALDH1A1	eqtl-a-ENSG00000165092	ENSG00000165092	European	9	75515587	75567969
ALDH1A2	eqtl-a-ENSG00000128918	ENSG00000128918	European	15	58245627	58357909
ALDH1A3-AS1	eqtl-a-ENSG00000259583	ENSG00000259583	European	15	101432548	101459488
ALDH1B1	eqtl-a-ENSG00000137124	ENSG00000137124	European	9	38392699	38398658
ALDH1L2	eqtl-a-ENSG00000136010	ENSG00000136010	European	12	105413568	105478236
ALDH2	eqtl-a-ENSG00000111275	ENSG00000111275	European	12	112204737	112255336
ALDH3A2	eqtl-a-ENSG00000072210	ENSG00000072210	European	17	19551449	19580909
ALDH3B1	eqtl-a-ENSG00000006534	ENSG00000006534	European	11	67776017	67796743
ALDH3B2	eqtl-a-ENSG00000132746	ENSG00000132746	European	11	67429626	67448723
ALDH4A1	eqtl-a-ENSG00000159423	ENSG00000159423	European	1	19197924	19229049
ALDH5A1	eqtl-a-ENSG00000112294	ENSG00000112294	European	6	24495197	24537435
ALDH6A1	eqtl-a-ENSG00000119711	ENSG00000119711	European	14	74523550	74551156
ALDH7A1	eqtl-a-ENSG00000164904	ENSG00000164904	European	5	125877533	125930911
ALDH8A1	eqtl-a-ENSG00000118514	ENSG00000118514	European	6	135238531	135271239
ALDH9A1	eqtl-a-ENSG00000143149	ENSG00000143149	European	1	165631453	165667799
ALDOA	eqtl-a-ENSG00000149925	ENSG00000149925	European	16	30075600	30081741
ALDOB	eqtl-a-ENSG00000136872	ENSG00000136872	European	9	104182842	104198056
ALDOC	eqtl-a-ENSG00000109107	ENSG00000109107	European	17	26900138	26903913
ALG1	eqtl-a-ENSG00000033011	ENSG00000033011	European	16	5121844	5137380
ALG10	eqtl-a-ENSG00000139133	ENSG00000139133	European	12	34175431	34181237
ALG10B	eqtl-a-ENSG00000175548	ENSG00000175548	European	12	38710576	38723523
ALG11	eqtl-a-ENSG00000253710	ENSG00000253710	European	13	52586534	52607736
ALG12	eqtl-a-ENSG00000182858	ENSG00000182858	European	22	50293877	50312086
ALG13	eqtl-a-ENSG00000101901	ENSG00000101901	European	X	110924398	111003877
ALG14	eqtl-a-ENSG00000172339	ENSG00000172339	European	1	95439961	95538507
ALG1L10P	eqtl-a-ENSG00000254016	ENSG00000254016	European	12	8380330	8384360
ALG1L13P	eqtl-a-ENSG00000253981	ENSG00000253981	European	8	8093525	8102189
ALG1L15P	eqtl-a-ENSG00000242017	ENSG00000242017	European	3	155761918	155762739
ALG1L2	eqtl-a-ENSG00000251287	ENSG00000251287	European	3	129800674	129817233
ALG1L6P	eqtl-a-ENSG00000238278	ENSG00000238278	European	3	75464218	75473882
ALG2	eqtl-a-ENSG00000119523	ENSG00000119523	European	9	101978707	101984224
ALG3	eqtl-a-ENSG00000214160	ENSG00000214160	European	3	183960089	183967313
ALG5	eqtl-a-ENSG00000120697	ENSG00000120697	European	13	37523875	37573504
ALG6	eqtl-a-ENSG00000088035	ENSG00000088035	European	1	63833298	63904224
ALG8	eqtl-a-ENSG00000159063	ENSG00000159063	European	11	77811992	77850672
ALG9	eqtl-a-ENSG00000086848	ENSG00000086848	European	11	111652919	111742305
ALK	eqtl-a-ENSG00000171094	ENSG00000171094	European	2	29415640	30144452
ALKAL2	eqtl-a-ENSG00000189292	ENSG00000189292	European	2	279558	288091
ALKBH1	eqtl-a-ENSG00000100601	ENSG00000100601	European	14	78138747	78174366
ALKBH2	eqtl-a-ENSG00000189046	ENSG00000189046	European	12	109525994	109531277
ALKBH3	eqtl-a-ENSG00000166199	ENSG00000166199	European	11	43902381	43941824
ALKBH3-AS1	eqtl-a-ENSG00000244926	ENSG00000244926	European	11	43930839	43942494
ALKBH4	eqtl-a-ENSG00000160993	ENSG00000160993	European	7	102096685	102105310
ALKBH5	eqtl-a-ENSG00000091542	ENSG00000091542	European	17	18087142	18113268
ALKBH6	eqtl-a-ENSG00000239382	ENSG00000239382	European	19	36500022	36505141
ALKBH7	eqtl-a-ENSG00000125652	ENSG00000125652	European	19	6372805	6375261
ALKBH8	eqtl-a-ENSG00000137760	ENSG00000137760	European	11	107373453	107436461
ALMS1	eqtl-a-ENSG00000116127	ENSG00000116127	European	2	73612886	73837046
ALMS1-IT1	eqtl-a-ENSG00000230002	ENSG00000230002	European	2	73684230	73686609
ALMS1P1	eqtl-a-ENSG00000163016	ENSG00000163016	European	2	73872046	73912699
ALOX12	eqtl-a-ENSG00000108839	ENSG00000108839	European	17	6899368	6914073
ALOX12B	eqtl-a-ENSG00000179477	ENSG00000179477	European	17	7975954	7991034
ALOX12P2	eqtl-a-ENSG00000262943	ENSG00000262943	European	17	6756895	6803668
ALOX15	eqtl-a-ENSG00000161905	ENSG00000161905	European	17	4534214	4544973
ALOX15B	eqtl-a-ENSG00000179593	ENSG00000179593	European	17	7942377	7952452
ALOX5	eqtl-a-ENSG00000012779	ENSG00000012779	European	10	45869664	45941565
ALOX5AP	eqtl-a-ENSG00000132965	ENSG00000132965	European	13	31287622	31338563
ALOXE3	eqtl-a-ENSG00000179148	ENSG00000179148	European	17	7999218	8022234
ALPK1	eqtl-a-ENSG00000073331	ENSG00000073331	European	4	113218525	113363777
ALPK2	eqtl-a-ENSG00000198796	ENSG00000198796	European	18	56148479	56296323
ALPK3	eqtl-a-ENSG00000136383	ENSG00000136383	European	15	85360587	85416710
ALPL	eqtl-a-ENSG00000162551	ENSG00000162551	European	1	21835477	21904903
ALS2	eqtl-a-ENSG00000003393	ENSG00000003393	European	2	202564990	202645656
ALS2CL	eqtl-a-ENSG00000178038	ENSG00000178038	European	3	46710485	46735169
ALYREF	eqtl-a-ENSG00000183684	ENSG00000183684	European	17	79845711	79849463
AMACR	eqtl-a-ENSG00000242110	ENSG00000242110	European	5	33986270	34008155
AMBRA1	eqtl-a-ENSG00000110497	ENSG00000110497	European	11	46417962	46615573
AMD1	eqtl-a-ENSG00000123505	ENSG00000123505	European	6	111135820	111216916
AMDHD1	eqtl-a-ENSG00000139344	ENSG00000139344	European	12	96337109	96362498
AMDHD2	eqtl-a-ENSG00000162066	ENSG00000162066	European	16	2570372	2581418
AMER1	eqtl-a-ENSG00000184675	ENSG00000184675	European	X	63404997	63425588
AMFR	eqtl-a-ENSG00000159461	ENSG00000159461	European	16	56395364	56459457
AMH	eqtl-a-ENSG00000104899	ENSG00000104899	European	19	2249322	2252072
AMIGO1	eqtl-a-ENSG00000181754	ENSG00000181754	European	1	110046800	110052349
AMIGO2	eqtl-a-ENSG00000139211	ENSG00000139211	European	12	47469490	47473742
AMMECR1	eqtl-a-ENSG00000101935	ENSG00000101935	European	X	109437414	109683461
AMMECR1L	eqtl-a-ENSG00000144233	ENSG00000144233	European	2	128619204	128643530
AMN	eqtl-a-ENSG00000166126	ENSG00000166126	European	14	103389000	103397179
AMN1	eqtl-a-ENSG00000151743	ENSG00000151743	European	12	31824071	31882108
AMOT	eqtl-a-ENSG00000126016	ENSG00000126016	European	X	112018105	112084059
AMOTL1	eqtl-a-ENSG00000166025	ENSG00000166025	European	11	94501522	94609913
AMPD2	eqtl-a-ENSG00000116337	ENSG00000116337	European	1	110162459	110174677
AMPD3	eqtl-a-ENSG00000133805	ENSG00000133805	European	11	10471935	10529126
AMPH	eqtl-a-ENSG00000078053	ENSG00000078053	European	7	38423305	38670973
AMT	eqtl-a-ENSG00000145020	ENSG00000145020	European	3	49454211	49459906
AMY2B	eqtl-a-ENSG00000240038	ENSG00000240038	European	1	104097266	104122156
AMZ1	eqtl-a-ENSG00000174945	ENSG00000174945	European	7	2719156	2804772
AMZ2	eqtl-a-ENSG00000196704	ENSG00000196704	European	17	66202270	66253305
AMZ2P1	eqtl-a-ENSG00000214174	ENSG00000214174	European	17	62962668	62971703
ANAPC1	eqtl-a-ENSG00000153107	ENSG00000153107	European	2	112525217	112641770
ANAPC10	eqtl-a-ENSG00000164162	ENSG00000164162	European	4	145915727	146019723
ANAPC11	eqtl-a-ENSG00000141552	ENSG00000141552	European	17	79848666	79858409
ANAPC13	eqtl-a-ENSG00000129055	ENSG00000129055	European	3	134196546	134204865
ANAPC15	eqtl-a-ENSG00000110200	ENSG00000110200	European	11	71817418	71823826
ANAPC16	eqtl-a-ENSG00000166295	ENSG00000166295	European	10	73975770	73995618
ANAPC1P1	eqtl-a-ENSG00000233673	ENSG00000233673	European	2	87088910	87140101
ANAPC1P2	eqtl-a-ENSG00000231259	ENSG00000231259	European	2	87257798	87303536
ANAPC1P4	eqtl-a-ENSG00000234231	ENSG00000234231	European	2	88000502	88038768
ANAPC2	eqtl-a-ENSG00000176248	ENSG00000176248	European	9	140069236	140083012
ANAPC4	eqtl-a-ENSG00000053900	ENSG00000053900	European	4	25378885	25420120
ANAPC5	eqtl-a-ENSG00000089053	ENSG00000089053	European	12	121746048	121792012
ANAPC7	eqtl-a-ENSG00000196510	ENSG00000196510	European	12	110810705	110841513
ANG	eqtl-a-ENSG00000214274	ENSG00000214274	European	14	21152336	21162345
ANGEL1	eqtl-a-ENSG00000013523	ENSG00000013523	European	14	77252352	77279225
ANGEL2	eqtl-a-ENSG00000174606	ENSG00000174606	European	1	213165524	213189209
ANGPT1	eqtl-a-ENSG00000154188	ENSG00000154188	European	8	108261710	108510146
ANGPT2	eqtl-a-ENSG00000091879	ENSG00000091879	European	8	6357153	6420766
ANGPT4	eqtl-a-ENSG00000101280	ENSG00000101280	European	20	850543	896977
ANGPTL4	eqtl-a-ENSG00000167772	ENSG00000167772	European	19	8429039	8439254
ANGPTL6	eqtl-a-ENSG00000130812	ENSG00000130812	European	19	10203014	10216866
ANK1	eqtl-a-ENSG00000029534	ENSG00000029534	European	8	41510744	41754259
ANK2	eqtl-a-ENSG00000145362	ENSG00000145362	European	4	113626778	114304892
ANK3	eqtl-a-ENSG00000151150	ENSG00000151150	European	10	61786056	62493286
ANKAR	eqtl-a-ENSG00000151687	ENSG00000151687	European	2	190539396	190611376
ANKDD1A	eqtl-a-ENSG00000166839	ENSG00000166839	European	15	65204101	65251033
ANKDD1B	eqtl-a-ENSG00000189045	ENSG00000189045	European	5	74907278	74967671
ANKEF1	eqtl-a-ENSG00000132623	ENSG00000132623	European	20	10015635	10038951
ANKFY1	eqtl-a-ENSG00000185722	ENSG00000185722	European	17	4067115	4167274
ANKH	eqtl-a-ENSG00000154122	ENSG00000154122	European	5	14704909	14871887
ANKHD1	eqtl-a-ENSG00000131503	ENSG00000131503	European	5	139781418	139919434
ANKHD1-EIF4EBP3	eqtl-a-ENSG00000254996	ENSG00000254996	European	5	139781418	139929161
ANKIB1	eqtl-a-ENSG00000001629	ENSG00000001629	European	7	91875288	92030697
ANKK1	eqtl-a-ENSG00000170209	ENSG00000170209	European	11	113258501	113271138
ANKLE1	eqtl-a-ENSG00000160117	ENSG00000160117	European	19	17392710	17398455
ANKLE2	eqtl-a-ENSG00000176915	ENSG00000176915	European	12	133302089	133338418
ANKMY1	eqtl-a-ENSG00000144504	ENSG00000144504	European	2	241408049	241500481
ANKMY2	eqtl-a-ENSG00000106524	ENSG00000106524	European	7	16639404	16685379
ANKRA2	eqtl-a-ENSG00000164331	ENSG00000164331	European	5	72848015	72861464
ANKRD10	eqtl-a-ENSG00000088448	ENSG00000088448	European	13	111530887	111567416
ANKRD11	eqtl-a-ENSG00000167522	ENSG00000167522	European	16	89334038	89556969
ANKRD11P2	eqtl-a-ENSG00000231686	ENSG00000231686	European	X	145700908	145702282
